"","edibility","cap_shape","cap_surface","cap_color","bruises","odor","gill_attachement","gill_spacing","gill_size","gill_color","stalk_shape","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","veil_type","veil_color","ring_number","ring_type","spore_print_color","population","habitat"
"6662","poisonous","convex","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","paths"
"6663","poisonous","knobbed","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","green","partial","white","one","evanescent","white","several","paths"
"6664","edible","bell","scaly","brown","no","none","attached","close","broad","orange","enlarging","missing","smooth","smooth","pink","pink","partial","brown","one","pendant","yellow","several","leaves"
"6665","poisonous","flat","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","green","green","partial","white","one","evanescent","white","several","wood"
"6666","poisonous","flat","smooth","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","green","purple","partial","white","one","evanescent","white","several","wood"
"6667","poisonous","convex","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","green","partial","white","one","evanescent","white","several","wood"
"6668","poisonous","convex","scaly","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","green","green","partial","white","one","evanescent","white","several","wood"
"6669","poisonous","knobbed","smooth","cinnamon","no","musty","attached","close","broad","white","enlarging","club","silky","scaly","cinnamon","cinnamon","partial","white","none","none","white","clustered","wood"
"6670","poisonous","convex","scaly","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","purple","partial","white","one","evanescent","white","several","leaves"
"6671","poisonous","flat","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","purple","green","partial","white","one","evanescent","white","several","paths"
"6672","poisonous","convex","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","green","green","partial","white","one","evanescent","white","several","leaves"
"6673","poisonous","convex","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","purple","partial","white","one","evanescent","white","several","wood"
"6674","poisonous","convex","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","silky","silky","green","purple","partial","white","one","evanescent","white","several","wood"
"6675","poisonous","flat","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","smooth","smooth","green","purple","partial","white","one","evanescent","white","several","leaves"
"6676","poisonous","flat","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","smooth","silky","green","purple","partial","white","one","evanescent","white","several","wood"
"6677","poisonous","flat","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","purple","purple","partial","white","one","evanescent","white","several","wood"
"6678","poisonous","flat","smooth","red","no","fishy","free","close","narrow","buff","tapering","missing","silky","smooth","green","green","partial","white","one","evanescent","white","several","paths"
"6679","poisonous","convex","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","green","green","partial","white","one","evanescent","white","several","leaves"
"6680","poisonous","flat","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","green","partial","white","one","evanescent","white","several","wood"
"6681","poisonous","flat","smooth","brown","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","green","purple","partial","white","one","evanescent","white","several","leaves"
"6682","poisonous","convex","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","silky","silky","purple","purple","partial","white","one","evanescent","white","several","leaves"
"6683","poisonous","flat","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","green","green","partial","white","one","evanescent","white","several","paths"
"6684","poisonous","flat","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","silky","silky","purple","purple","partial","white","one","evanescent","white","several","leaves"
"6685","poisonous","flat","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","green","purple","partial","white","one","evanescent","white","several","paths"
"6686","poisonous","convex","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","purple","purple","partial","white","one","evanescent","white","several","paths"
"6687","poisonous","convex","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","silky","silky","green","green","partial","white","one","evanescent","white","several","wood"
"6688","poisonous","knobbed","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","purple","partial","white","one","evanescent","white","several","paths"
"6689","poisonous","convex","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","purple","partial","white","one","evanescent","white","several","leaves"
"6690","poisonous","convex","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","green","purple","partial","white","one","evanescent","white","several","wood"
"6691","poisonous","convex","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","green","purple","partial","white","one","evanescent","white","several","wood"
"6692","poisonous","convex","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","purple","partial","white","one","evanescent","white","several","leaves"
"6693","poisonous","flat","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","green","purple","partial","white","one","evanescent","white","several","wood"
"6694","poisonous","flat","smooth","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","purple","green","partial","white","one","evanescent","white","several","paths"
"6695","poisonous","convex","scaly","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","green","partial","white","one","evanescent","white","several","wood"
"6696","poisonous","knobbed","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","smooth","silky","green","purple","partial","white","one","evanescent","white","several","paths"
"6697","poisonous","flat","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","purple","partial","white","one","evanescent","white","several","wood"
